archiveType,colour,date,heading,lead,photoUrl,photoUrlCropType,role,type,url,year
audio,#669DED,2023-07-10T00:00:00Z,UUDISED. Rainer Jancis avas Hiiumaal Tahkuna tuletornis heliinstallatsiooni,"Helilooja ja multiinstrumentalist Rainer Jancis püstitas Hiiumaal Tahkuna tuletorni kõigist korrustest läbikulgeva heliinstallatsiooni ""Kuu kukkub maale"". Niiviisi muutis ta 40 meetri kõrguse malmist torni justkui muusikainstrumendiks.
Rainer Jancis; reporter Juhan Hepner",NA,file,content,audio,uudised-rainer-jancis-avas-hiiumaal-tahkuna-tuletornis-heliinstallatsiooni,2023
audio,#669DED,2023-07-10T00:00:00Z,UUDISED. Pärnu linn ei lase matkaautodel enam ranna piirkonda parkida,"Pärnu linn on asunud võitlema matkaautodega ega luba neil enam ranna piirkonnas parkida. Kuhu need autod minema peaksid, seda veel arutatakse.
Pärnu abilinnapea Irina Talviste; Europargi juht Karol Kovanen; linnavolikogu liige Andrei Korobeinik; reporter Ester Vilgats",NA,file,content,audio,uudised-parnu-linn-ei-lase-matkaautodel-enam-ranna-piirkonda-parkida,2023
audio,#FC7E8A,2023-07-10T00:00:00Z,UUDISED. Paljud Eestis tegutsevad kaubatootjad ajavad aktiivselt äri ka Venemaal,"Avalikkusel oleks vaja rohkem informatsiooni ettevõtete kohta, kes endiselt tegutsevad Venemaal.
Semiootik ja eksriigikogulane Mihhail Lotman; Eesti Toiduainetööstuse Liidu juhataja Sirje Potisepp; Eesti 200 ridadesse kuuluv Peeter Tali; reporter Robin Arti Remmelgas",NA,file,content,audio,uudised-paljud-eestis-tegutsevad-kaubatootjad-ajavad-aktiivselt-ari-ka-venemaal,2023
audio,#AFA2EA,2023-07-10T00:00:00Z,UUDISED. NATO peab Vilniuses vältima Bukaresti vigade kordamist,"Ukraina ootab see nädal Vilniuse tippkohtumiselt NATOga liitumiseks selget plaani. Samas on selge, et enne sõja lõppu see ei juhtu. Liiga leiged lubadused NATOlt võivad Venemaale aga vaid hoogu anda, nagu juhtus 2008. aastal pärast Bukaresti tippkohtumist.
USA president George Bush; Eesti Välispoliitika Instituudi direktor Kristi Raik; reporter Joakim Klementi",NA,file,content,audio,uudised-nato-peab-vilniuses-valtima-bukaresti-vigade-kordamist,2023
audio,#AFA2EA,2023-07-10T00:00:00Z,"UUDISED. Kõlvart keskenduks senisele Keskerakonna valijale, Kiik vaatab uute ja nooremate poole","Kui keskerakonna juhiks püüdlev Tanel Kiik soovib erakonnale uusi fookusteemasid ja valijaid otsida, siis tema oponent Mihhail Kõlvart keskenduks pigem erakonna tuumikvalijale.
Tanel Kiik; Mihhail Kõlvart; reporter Madis Hindre",NA,file,content,audio,uudised-kolvart-keskenduks-senisele-keskerakonna-valijale-kiik-vaatab-uute-ja-nooremate-poole,2023
audio,#FC7E8A,2023-07-10T00:00:00Z,UUDISED. Kadri Põlendik. Väliskommentaar,USA rahandusminister Janet Yelleni visiidil Hiina otsest selget poliitilist tulemust ei olnud. Yelleni sõnavõtud lubavad aga oodata kahe riigi kaubandussuhete paranemist. Kadri Põlendik räägib lähemalt.,NA,file,content,audio,uudised-kadri-polendik-valiskommentaar-420336,2023
audio,#1BABA1,2023-07-10T00:00:00Z,UUDISED. Erinevalt Soomest jääb elektrihind talvel Eestis üle 100 euro megavatt-tunnist,"Tulevikutehingud ennustavad, et eesootaval talvel jääb Soomes elektrihind alla 100 euro/MWh kohta. Eestile on nii soodsat elektrihinda ekspertide hinnangul prognoosida liiga optimistlik. Seega jäävad ka uuel talvel elektrihinnad meil üle 100 euro/MWh kohta.
OÜ Baltic Energy Partners juhatuse liige Marko Allikson; Eesti Energia koduturgude müügidirektor Roul Tutt; reporter Jane Saluorg",NA,file,content,audio,uudised-erinevalt-soomest-jaab-elektrihind-talvel-eestis-ule-100-euro-megavatt-tunnist,2023
audio,#669DED,2023-07-10T00:00:00Z,UUDISED. Eestlased annetavad Ukraina abiorganisatsioonidele järjest vähem,"Eestlased annetavad Ukraina abiorganisatsioonidele järjest vähem. Abiorganisatsioonide sõnul on annetused langustrendis ning aeg-ajalt kerkivad traagilisemate sündmuste puhul.
Punase Risti kommunikatsioonijuht Liis Ehrminger; MTÜ Mondo juhatuse liige Maarja Uulits; Eesti Pagulasabi juhataja Eero Janson; reporter Robin Arti Remmelgas",NA,file,content,audio,uudised-eestlased-annetavad-ukraina-abiorganisatsioonidele-jarjest-vahem,2023
audio,#AD81A2,2023-07-09T00:00:00Z,"UUDISED. Viljandis valmistutakse suvelavastuseks ""Suur Boy ja Väike Boy""","Viljandis valmistutakse suvelavastuseks ""Suur Boy ja Väike Boy"". 13-aastased Pärnu poisid Vesse Leok ja Pärt Ruubel veedavad oma suve Viljandis, et valmistuda suvelavastuseks ""Suur Boy ja Väike Boy"". Noormehed peavad koos Peeter Volkonskiga peaosa mängimist oma senise elu suurimaks seikluseks.
Lavastaja Kaili Viidas; Peeter Volkonski; Vesse Leok; Pärt Ruubel; reporter Olev Kenk",NA,file,content,audio,uudised-viljandis-valmistutakse-suvelavastuseks-suur-boy-ja-vaike-boy,2023
audio,#FF9F7C,2023-07-09T00:00:00Z,UUDISED. Kultuuriministeeriumi soov maakondlike spordiliitude rahastusmudelit muuta tekitab segadust,"Kultuuriministeeriumi soov maakondlike spordiliitude rahastusmudelit muuta tekitab segadust. Ühed loodavad, et muutusega suureneb harrastussporti tuleva raha hulk, teised kardavad aastaid toiminud spordisüsteemi lõhkumist.
Lääne-Virumaa Spordiliidu esimees Erich Petrovits; Spordiliidu Läänela peasekretär Ülle Lass; Spordiliidu Jõud peasekretär Tarmo Volt; reporter Rene Kundla",NA,file,content,audio,uudised-kultuuriministeeriumi-soov-maakondlike-spordiliitude-rahastusmudelit-muuta-tekitab-segadust,2023
audio,#1BABA1,2023-07-09T00:00:00Z,"UUDISED. Kuigi küttepuude hind on pärast talve oluliselt langenud, on hind siiski kõrge","Kuigi küttepuude hind on pärast talve oluliselt langenud, on ekspertide sõnul hind siiski kõrge. Eksperdid on samuti pessimistlikud lähituleviku hindade suhtes.
Osaühingu Eesti Puu juhi Raimond Parko; Harjupuu.ee tegevjuht Mart Liivak; metsandusekspert Heiki Hepner; reporter Robin Arti Remmelgas",NA,file,content,audio,uudised-kuigi-kuttepuude-hind-on-parast-talve-oluliselt-langenud-on-hind-siiski-korge,2023
audio,#1BABA1,2023-07-09T00:00:00Z,UUDISED. Austria loobub Vene gaasiimpordist aeglaselt,"Kuigi Austria poliitikud räägivad vajadusest gaasiimporti Venemaalt vähendada, on tegelikkuses muutused olnud aeglased. Austria Energiaagentuuri analüütik Herbert Lechneri sõnul paneb see küsima, kas poliitikud püüavad lihtsalt tegutsemist vältida.
Reporter Epp Ehand; analüütik Herbert Lechner; parlamendi väliskomisjoni aseesimees Reinhold Lopatka",NA,file,content,audio,uudised-austria-loobub-vene-gaasiimpordist-aeglaselt,2023
audio,#669DED,2023-07-08T00:00:00Z,UUDISED. Rait Piir. Teadusuudised,"Selleks, et korduvkasutatavad nõud oleks avalikel üritustel ühekordselt kasutatavatest keskkonnasäästlikumad, tuleks neid taaskasutada võimalikult palju, mõnedel juhtudel sadu kordi.
Novaatori toimetaja Rait Piir; Stockholmi Keskkonnainstituudi Tallinna Keskuse vanemekspert Harri Moora",NA,file,content,audio,uudised-rait-piir-teadusuudised,2023
audio,#FF9F7C,2023-07-08T00:00:00Z,UUDISED. Läti uus president Edgars Rinkevičs vannutati ametisse,"Läti president on tänasest senine kauaaegne välisminister Edgars Rinkevičs. Riigipeana toetab teda ligi pool Läti elanikest, näitavad küsitlused. Ametist lahkunud presidendi Egils Levitsi toetus on olnud madal.
Reporter Ragnar Kond; Edgars Rinkevičs",NA,file,content,audio,uudised-lati-uus-president-edgars-rinkevics-vannutati-ametisse,2023
audio,#669DED,2023-07-08T00:00:00Z,UUDISED. Ida-Virumaal Toila vallas Kohtla-Nõmmel toimub Eesti Jahimeeste Seltsi kokkutulek,"Ida-Virumaal Toila vallas Kohtla-Nõmmel toimub Eesti Jahimeeste Seltsi kokkutulek. Eesti Jahimeeste Seltsi president Margus Puust ütles, et aina rohkem ja rohkem tuleb tõestada seda, et jahimehed ja -naised on looduse sõbrad, mitte vastupidi.",NA,file,content,audio,uudised-ida-virumaal-toila-vallas-kohtla-nommel-toimub-eesti-jahimeeste-seltsi-kokkutulek,2023
audio,#669DED,2023-07-08T00:00:00Z,UUDISED. Elektriautod kulutavad teid rohkem kui tavalised autod,"Uuringu põhjal kulutavad elektriautod teid ligi kaks korda rohkem kui tavalised autod. Uuringu koostasid Suurbritannia Leedsi Ülikooli teadlased. Nende sõnul on elektriautod keskmiselt 312 kg raskemad kui nende sisepõlemismootoriga variandid.
Ehitusettevõtte TREV-2 Grupp juhatuse esimees Sven Pertens; Autode Müügi- ja Teenindusettevõtete Eesti Liidu tegevjuht Meelis Telliskivi; Tallinna Tehnikaülikooli mehaanika ja tööstustehnika osakonna teadur Raivo Sell; reporter Robin Arti Remmelgas",NA,file,content,audio,uudised-elektriautod-kulutavad-teid-rohkem-kui-tavalised-autod,2023
audio,#AFA2EA,2023-07-07T00:00:00Z,UUDISED. USA ametnikud peavad kõnelusi Ukraina rahu asjus,"NBC News teatas, et rühm USA rahvusliku julgeolekunõukogu endisi kõrgeid ametnikke on pidanud salajasi läbirääkimisi prominentsete venelastega, väidetavalt Kremlile lähedaste inimestega, et panna alus läbirääkimistele sõja lõpetamiseks Ukrainas.
Riigikogu väliskomisjoni juht Marko Mihkelson; reporter Mall Mälberg",NA,file,content,audio,uudised-usa-ametnikud-peavad-konelusi-ukraina-rahu-asjus,2023
audio,#669DED,2023-07-07T00:00:00Z,"UUDISED. Riik tahab, et autokooli õppurid teeksid oma esimesed sõidud väljaõppeplatsil","Riik soovib, et kogenematud autokooli õppurid ei läheks enne harjutamist otse liiklusesse. Seetõttu tehti ettepanek, et enne linnasõitu peaksid autokoolide õpilased harjutama sõitmist ohutus keskkonnas nagu õppesõiduväljakul.
Ave Smirnov, Transpordiamet; Liikluskoolitajate Liidu juhatuse liige Heli Ainjärv; Autokooli Autosõit OÜ juhataja Indrek Madar; reporter Robin Arti Remmelgas",NA,file,content,audio,uudised-riik-tahab-et-autokooli-oppurid-teeksid-oma-esimesed-soidud-valjaoppeplatsil,2023
audio,#1BABA1,2023-07-07T00:00:00Z,UUDISED. Raadi sajakilone pomm on tavapäratu leid,"Teisipäeval leiti Tartu vallas Raadilt sajakilone lennukipomm. Ehitustööde läbiviimisel on endiselt võimalus lõhkekeha leida.
Tartu Linnamuuseumi kuraator Ants Siim; Lõuna-Eesti pommigrupi juhataja Indrek Tõnson; Tartu vallavanem Jarno Laur; reporter Kätrin Zupsmann",NA,file,content,audio,uudised-raadi-sajakilone-pomm-on-tavaparatu-leid,2023
audio,#1BABA1,2023-07-07T00:00:00Z,UUDISED. Pärnus algasid ettevalmistustööd uue silla ehitamiseks,"Pärnu südalinnas jõe ääres on alanud ettevalmistustööd uue silla ehituseks. Kolmele sambale toetuv sild läheb maksma 26,7 miljonit eurot ja peab valmis saama 22 kuuga. Räägib INF Infra juhatuse liige Robert Sinikas",NA,file,content,audio,uudised-parnus-algasid-ettevalmistustood-uue-silla-ehitamiseks,2023
audio,#AD81A2,2023-07-07T00:00:00Z,UUDISED. Narvas on eestikeelsele õppele üleminek võtnud poliitilise maigu,"Narvas on eestikeelsele õppele üleminek võtnud poliitilise maigu. Mitmed eesti keelega kimpus olevad haridusastuste juhid kuuluvad linnavolikokku. Narva linnapea Kari Raik nentis, et just koolijuhid on riigikeele õppimisel võtmeisikuks, sest nende abil saab kõige paremini mõjutada kodusid.
Katri Raik; reporter Rene Kundla",NA,file,content,audio,uudised-narvas-on-eestikeelsele-oppele-uleminek-votnud-poliitilise-maigu,2023
audio,#669DED,2023-07-07T00:00:00Z,UUDISED. Margitta Otsmaa. Väliskommentaar,"Rootsis mõisteti kurdi päritolu mees terrorismi rahastamise katse eest neljaks ja pooleks aastaks vangi. Mees üritas väljapressimise teel koguda raha Kurdistani Tööparteile (PKK). See on esimene kord, kui Rootsis mõistetakse keegi süüdi seoses PKK-ga.
Margitta Otsmaa kommentaar",NA,file,content,audio,uudised-margitta-otsmaa-valiskommentaar-420350,2023
audio,#669DED,2023-07-07T00:00:00Z,UUDISED. Keskerakonna erakorraline kongress taas päevakorral,"Tõenäoliselt kutsutakse pärast tänast Keskerakonna juhtliikmete koosolekut kokku erakonna volikogu, kes omakorda peab otsustama kongressi üle. Seekord soovivad kongressi erakonna senise juhi Jüri Ratase toetajad.
Yana Toom, Tanel Kiik, Jüri Ratas; reporter Madis Hindre",NA,file,content,audio,uudised-keskerakonna-erakorraline-kongress-taas-paevakorral,2023
audio,#FF9F7C,2023-07-07T00:00:00Z,UUDISED. Kalurite hinnangul võiks kormoranide jahihooaega pikendada kevadeni,"Kalurid soovivad, et kormorane võiks küttida pikemalt, kui jahieeskiri seda ette näeb ja esitasid vastava soovi ministeeriumile.
KormoranGrupi eestvedaja Üllar Meriste; Harrastuskalastajate Liidu juhatuse esimees Endrik Tõnsberg; kalur Evald Lilles; reporter Ester Vilgats",NA,file,content,audio,uudised-kalurite-hinnangul-voiks-kormoranide-jahihooaega-pikendada-kevadeni,2023
audio,#1BABA1,2023-07-07T00:00:00Z,UUDISED. Haapsalus algab džässifestival Taff:fest,"Festivali kunstiline juht Raivo Tafenau ütles, et festivalile on püütud leida ka selliseid etteasteid, mida džässmuusikaga seoses esmapilgul oodata ei oskagi.
Raivo Tafenau; reporter Juhan Hepner",NA,file,content,audio,uudised-haapsalus-algab-dzassifestival-taff-fest,2023
audio,#1BABA1,2023-07-07T00:00:00Z,UUDISED. Eesti jättis odava laenu võtmata,"Euroopa Komisjoni laenu tingimused on muutunud varasemast soodsamaks.
Riigikogu rahanduskomisjoni liige Aivar Sõerd; Rahandusministeeriumi riigikassa osakonna juhataja Janno Luurmees; reporter Joakim Klementi",NA,file,content,audio,uudised-eesti-jattis-odava-laenu-votmata,2023
audio,#669DED,2023-07-07T00:00:00Z,UUDISED. Austria on suhetes Venemaaga olnud naiivne,"Austria on suhetes Venemaaga olnud naiivne ja püüab praegu vähendada oma energiasõltuvust ning arutleb julgeoleku üle, ütles parlamendi väliskomisjoni aseesimees Reinhold Lopatka rahvusringhäälingule. Austerlased soovivad siiski endiselt jätkata neutraalse riigina ja ajakirjanike sõnul toimuvad muutused nende kodumaal väikeste sammudega.
Reporter Epp Ehand; Reinhold Lopatka; uuriva väljaande Zackzack peatoimetaja Benjamin Weiser; päevalehe Der Standard toimetaja Fabian Schmid",NA,file,content,audio,uudised-austria-on-suhetes-venemaaga-olnud-naiivne,2023
audio,#1BABA1,2023-07-07T00:00:00Z,UUDISED. Aastaga tõusid hinnad ligi kümme protsenti,"Hinnad olid juunis 9,2% kallimad kui aasta tagasi. Varasema kuuga võrreldes tõusid hinnad 0,7%.
Viktoria Trasanov, Statistikaamet; Coop Eesti ostudirektor Oliver Rist; reporter Anett Peel",NA,file,content,audio,uudised-aastaga-tousid-hinnad-ligi-kumme-protsenti,2023
audio,#AFA2EA,2023-07-06T00:00:00Z,UUDISED. Täna algab 21. Pärnu suupillifestival,"Täna algab 21. Pärnu suupillifestival. Korraldajad on otsustanud, et tegemist on eelviimase festivaliga. Oma rolli mängib nii kahanenud publikuhuvi kui ka see, et tegijad ise hakkavad väsima.
Pärnu suupillifestivali juht Elmar Trink; reporter Ester Vilgats",NA,file,content,audio,uudised-tana-algab-21-parnu-suupillifestival,2023
audio,#669DED,2023-07-06T00:00:00Z,UUDISED. Transpordiamet katsetab keskmise kiiruse mõõtmist maanteedel,"Sel suvel hakkab Transpordiamet Eesti suurematel maanteedel mõõtma kiiruskaamerate vahelist keskmist kiirust. Prooviperioodil isikuandmeid ei salvestata ja trahve välja ei kirjutata. Kliimaminister Kristen Michali sõnul on eesmärk uurida, kas tulevikus oleks selline meede liiklusohutuse tõstmiseks kasutatav ja missugune on tehniline valmisolek. Lahendamist ootavad ennekõike aga isikuandmete kaitsega seotud küsimused.
Kristen Michal; Transpordiameti juht Priit Sauk; vandeadvokaat Indrek Sirk; reporter Reene Leas",NA,file,content,audio,uudised-transpordiamet-katsetab-keskmise-kiiruse-mootmist-maanteedel,2023
audio,#669DED,2023-07-06T00:00:00Z,UUDISED. Tallinnas algasid Keskaja Päevad,"Tallinnas algasid Keskaja Päevad. Keskaja Päevad kestavad tänasest kuni pühapäevani. Tallinna vanalinnas võib kohata inimesi keskaegsetes kostüümides, osta keskaegseid kaupu või näha rüütleid võitlemas. Keskpäeval võis kuulda Heeroldi tervitust linnarahvale.
Korraldajad Liina Veskimäe-Iliste, Anne Velt; kauplejad, reporter Robin Arti Remmelgas",NA,file,content,audio,uudised-tallinnas-algasid-keskaja-paevad,2023
audio,#FC7E8A,2023-07-06T00:00:00Z,UUDISED. Sõda Ukrainas ei ole piiranud setode üle piiri Venemaal käimist,"Kuigi koroona-aastad ja sõda Ukrainas on muutnud setode jaoks teisel pool piiri olevate suhete hoidmise ja sünnikodude ning hauaplatside külastamise väga keeruliseks, ei ole suhted ja piiriületamine katkenud. Pigem ollakse mures viisade kõrge hinna üle ja oodatakse, et riik taastaks viisade kompenseerimise meetme.
Viktor Pilv; Setode eestkõneleja Aare Hõrn; Hillar Linnassaar; reporter Mirjam Mõttus",NA,file,content,audio,uudised-soda-ukrainas-ei-ole-piiranud-setode-ule-piiri-venemaal-kaimist,2023
audio,#AFA2EA,2023-07-06T00:00:00Z,UUDISED. Riik võib hakata põlevkivisektorist lahkujatele maksma mitmesajaeurost palgalisa,"Majandus- ja infotehnoloogiaminister Tiit Riisalo käis välja plaani maksta põlevkivisektorist lahkuvatele ja uue töö leidnud inimestele kuni aasta aega toetust, et nad madalama palgaga ära harjuks.
Ettevõtlusminister Tiit Riisalo; reporter Madis Hindre",NA,file,content,audio,uudised-riik-voib-hakata-polevkivisektorist-lahkujatele-maksma-mitmesajaeurost-palgalisa,2023
audio,#669DED,2023-07-06T00:00:00Z,UUDISED. Personaalmeditsiini IT-lahendus võimaldab raviplaani koostamisel kasutada geeniandmeid,"Tervise Arengu Instituut on valmis saanud personaalmeditsiini IT-taristu. Taristu võimaldab kasutusele võtta geeniandmed arstide ja õdede töös selleks, et ennetada haigusi ja pakkuda inimesele sobivaim raviplaan. Personaalmeditsiini teenused on kõigile eesti elanikele olenemata, kas ta on geenidoonor või mitte.
TAI personaalmeditsiini projektijuht Piret Kuhlbars; Tartu Ülikooli genoomika instituudi professor Mait Metspalu; reporter Jane Saluorg",NA,file,content,audio,uudised-personaalmeditsiini-it-lahendus-voimaldab-raviplaani-koostamisel-kasutada-geeniandmeid,2023
audio,#FF9F7C,2023-07-06T00:00:00Z,UUDISED. Parvel Pruunsilla annetus ajas Keskerakonna juhatuse tülli,"Keskerakonnas on puhkenud avalik võimuvõitlus pärast seda kui juhatus otsustas napi häälteenamusega loobuda ärimees Parvel Pruunsilla pakutud annetusest suurusega 300 000 eurot. Pruunsild soovis enda väitel toetada erakondi, mis on seisnud perede heaolu eest.
Keskerakonna esimees Jüri Ratas; Tallinna linnapea Mihhail Kõlvart; erakonna aseesimees Jaanus Karilaid; reporter Indrek Kiisler",NA,file,content,audio,uudised-parvel-pruunsilla-annetus-ajas-keskerakonna-juhatuse-tulli,2023
audio,#1BABA1,2023-07-06T00:00:00Z,UUDISED. META tõi turule Twitteriga konkureeriva sotsiaalmeediaplatvormi Threads,"META tõi turule Twitteriga konkureeriva sotsiaalmeediaplatvormi Threads. Euroopa Liidus rakendust esialgu kasutada ei saa. Ühelt poolt pole ettevõtte seda Euroopa riikides lansseerinud, teisalt ei vasta rakendus Euroopa Liidu privaatsuse- ja andmekaitse nõuetele.
Tartu Ülikooli infovastupidavuse nooremteadur Diana Poudel; Tallinna Ülikooli osaluskultuuri professor Katrin Tiidenberg; reporter Jane Saluorg",NA,file,content,audio,uudised-meta-toi-turule-twitteriga-konkureeriva-sotsiaalmeediaplatvormi-threads,2023
audio,#FF9F7C,2023-07-06T00:00:00Z,UUDISED. Itaalia toetab Ukrainale tugevate julgeolekugarantiide andmist,"Itaalia peaminister Giorgia Meloni kinnitas eile, et Rooma toetab Ukrainale tugevate julgeolekugarantiide andmist. Tema sõnul jätkab Rooma Ukraina igakülgset toetamist.
Reporter Joosep Värk; Giorgia Meloni",NA,file,content,audio,uudised-itaalia-toetab-ukrainale-tugevate-julgeolekugarantiide-andmist,2023
audio,#FF9F7C,2023-07-06T00:00:00Z,UUDISED. Enefit Power hakkab tootma vanarehvidest põlevkiviõli,"Ragn-Sells ehitab Lääne-Virumaale rehvide purustamise liini, et Enefit Power saaks kummipurust toota põlevkiviõli. Vajaliku koguse vanarehvide kokku kogumiseks asutasid ettevõtjad uue tootjavastutusorganisatsiooni, sest nad on praegu rehve kokku koguva Rehviringluse tööga rahulolematud.
Eesti Energia projektidirektor Veljo Aleksandrov; Marek Moorus, MTÜ Estonian Tyre Recycling; Rehviringluse juhatuse liige Einar Teesalu; reporter Johannes Voltri",NA,file,content,audio,uudised-enefit-power-hakkab-tootma-vanarehvidest-polevkivioli,2023
audio,#AFA2EA,2023-07-05T00:00:00Z,UUDISED. Välismaalaste kinnipidamiskeskuse asukatele ei saa mobiiltelefone ja internetti keelata,"Riigikohus tegi hiljuti otsuse, mille järgi ei tohi kõigile välismaalaste kinnipidamiskeskuse asukatele mobiiltelefone ja internetti keelata. Politsei hinnangul tõstab otsus riske ning seda, mis ulatuses sidevahendeid lubada, alles kaalutakse.
Politsei- ja Piirivalveameti ennetuse ja süüteomenetluse büroo teenuse juht Aivar Krupp; Siseministeeriumi kodakondsus- ja rändepoliitika osakonna nõunik Ele Russak; Eesti Inimõiguste Keskuse jurist Mari-Liis Vähi; reporter Madis Hindre",NA,file,content,audio,uudised-valismaalaste-kinnipidamiskeskuse-asukatele-ei-saa-mobiiltelefone-ja-internetti-keelata,2023
audio,#AD81A2,2023-07-05T00:00:00Z,UUDISED. Viljandi linn pole rahul uue muinsuskaitsekorraga,"Viljandi linnavolikogu palub Kultuurimisteeriumile saadetud kirjas mitte kinnitada Viljandi uut muinsuskaitsekorda, kuna riik tahab liigselt sekkuda linnaelu korraldamisse. Muinsuskaitseamet kriitikaga ei nõustu väites, et linna ja kinnistuomanike ettepanekuid arvestati sedavõrd, kui lubab muinsuskaitseseadus.
Abilinnapea Kalvi Märtin; Kaire Tooming, Muinsuskaitseamet; reporter Olev Kenk",NA,file,content,audio,uudised-viljandi-linn-pole-rahul-uue-muinsuskaitsekorraga,2023
audio,#1BABA1,2023-07-05T00:00:00Z,UUDISED. Viimase kuu jooksul on mitmest järvest leitud surnud kalu,"Viimase kuu jooksul on mitmest järvest leitud surnud kalu. Põhjuseks on soojem vesi, milles on ka vähem hapnikku, ent veeloomad vajavad hapnikku praegu veelgi enam.
Maaülikooli kalateadlane Arvo Tuvikene; kalur Leo Aasa; reporter Kätrin Zupsmann",NA,file,content,audio,uudised-viimase-kuu-jooksul-on-mitmest-jarvest-leitud-surnud-kalu,2023
audio,#FF9F7C,2023-07-05T00:00:00Z,UUDISED. Veesõidukite liiklus Emajõel on aasta aastalt muutunud tihedamaks,"Veesõidukite liiklus Emajõel on aasta aastalt muutunud tihedamaks. See omakorda on kaasa toonud mitmeid muresid. Tartu linnas pole piisavalt kaikohti ning ka politsei sõnul on Emajõe peal tööd rohkem kui rõõmu.
Reisilaev Alfa kapten Rain Kiidma; Politsei- Ja Piirivalvemaeti Tartu patrullitalituse juht Argo Arukase; MTÜ Rebase paadisadama juhatuse liige Madis Rennu; reporter Jane Saluorg",NA,file,content,audio,uudised-veesoidukite-liiklus-emajoel-on-aasta-aastalt-muutunud-tihedamaks,2023
audio,#AD81A2,2023-07-05T00:00:00Z,"UUDISED. Töötervishoiuarstid ei ole rahul, et töötervishoiuga hakkab tegelema kaks ministeeriumit","Töötervishoiuarstid on rahulolematud, et töötervishoiuvaldkond suunatakse osaliselt Sotsiaalministeeriumi haldusalast Majandusministeeriumisse. Nende arvates muudab see kogu valdkonna juhtimise ebaefektiivsemaks. Riigi arvates see aga nii ei ole.
Töötervishoiuarstide Seltsi juhatuse esimees Karin Sarapuu; Sotsiaalministeeriumi kantsler Maarjo Mändmaa; Majandusministeeriumi töökeskkonna juht Eva Põldis; reporter Johannes Voltri",NA,file,content,audio,uudised-tootervishoiuarstid-ei-ole-rahul-et-tootervishoiuga-hakkab-tegelema-kaks-ministeeriumit,2023
audio,#669DED,2023-07-05T00:00:00Z,UUDISED. Seeneteadlaste sõnul võib seeneaeg põua tõttu edasi lükkuda,Kuiv ilm võib negatiivselt mõjutada selle aastast seenesaaki. Kuidas ja kas üldse mõjutavad kliimatingimused seente arvukust? Tartu Ülikooli mükoriisauuringute professor Leho Tedersoo; Tartu Ülikooli mükoloogia professor Urmas Kõljalg; reporter Robin Arti Remmelgas,NA,file,content,audio,uudised-seeneteadlaste-sonul-voib-seeneaeg-poua-tottu-edasi-lukkuda,2023
audio,#1BABA1,2023-07-05T00:00:00Z,UUDISED. Rootsi teekond NATO-sse on endiselt konarlik,"Rootsi peaminister Ulf Kristersson on täna USA-s, kus otsib kohtumisel president Joe Bidengia kindlustunnet enne NATO tippkohtumist Vilniuses.
Reporter Margitta Otsmaa; Türgi välisminister Hakan Fidan",NA,file,content,audio,uudised-rootsi-teekond-nato-sse-on-endiselt-konarlik,2023
audio,#AFA2EA,2023-07-05T00:00:00Z,UUDISED. Hiina piirab germaaniumi ja galliumi eksporti,"Hiina teatas, et plaanib augustist piirata mikrokiipide tootmiseks oluliste metallide germaaniumi ja galliumi eksporti. Hiina käes on 80 protsendi nende metallide tootmismahust. Samas hindavad asjatundjad, et neid metalle saab ka kaevandada mujalt.
Rahvusvahelise Kaitseuuringute Keskuse nooremteadur Rüüt Kaljula; Tallinna Tehnikaülikooli Geoloogia Instituudi vanemteadur Rutt Hints; reporter Joakim Klementi",NA,file,content,audio,uudised-hiina-piirab-germaaniumi-ja-galliumi-eksporti,2023
audio,#AD81A2,2023-07-05T00:00:00Z,UUDISED. Eestis on visiidil äsja ametisse astunud Soome peaminister Petteri Orpo,"Eestis on visiidil äsja ametisse astunud Soome peaminister Petteri Orpo. Kohtumisel Eesti peaministri Kaja Kallasega räägiti Läänemere piirkonna julgeolekust, kaubandus- ja kaitsekoostööst ning NATOga seonduvast. Petteri Orpo ütles, et Soome toetab Ukrainat niikaua kui vaja.
Kaja Kallas; Petteri Orpo; reporter Mall Mälberg",NA,file,content,audio,uudised-eestis-on-visiidil-asja-ametisse-astunud-soome-peaminister-petteri-orpo,2023
audio,#1BABA1,2023-07-05T00:00:00Z,UUDISED. Eesti peab puuistikuid sisse ostma,"Eesti Metsameistri Taimekasvatus OÜ avas uue taimlahoone, mille eesmärgiks on katta vähemalt osaliselt Eesti turul väidetavat puuistikute istutamise ja kasvatamise defitsiiti. Riigimetsa Majandamise Keskusel istikute defitsiiti pole.
OÜ Eesti Metsameistri tegevjuht Joel Lobjakas; Esko Krinal, Riigimetsa Majandamise Keskus; reporter Jane Saluorg",NA,file,content,audio,uudised-eesti-peab-puuistikuid-sisse-ostma,2023
audio,#1BABA1,2023-07-04T00:00:00Z,UUDISED. Ukrainlased loodavad pihta saanud Lääne tankid parandada,"Kõik Ukrainas lahingus pihta saanud tankid ei pruugi olla hävinud, paljusid saab veel parandada või saata selleks tagasi tehasesse. Poolasse sellise tehase rajamine samas Saksamaa ning Poola vaidluste tõttu venib.
Kaitseväelane kapten Jüri Saar; reporter Joakim Klementi",NA,file,content,audio,uudised-ukrainlased-loodavad-pihta-saanud-laane-tankid-parandada,2023
